Date,Plot,Trt,TrtName,NewTrt,GCC,Drop,Outlier_Notes,Notes
7/5/21,13,2,wet,amb w/ deluge,0.3839115,n,,
7/5/21,14,1,drought,dry w/ deluge,0.3540573,n,,"image very crooked like phone tilted, may be distorted"
7/5/21,15,1,drought,dry w/ deluge,0.3559313,n,,"image very crooked like phone tilted, may be distorted"
7/5/21,16,2,wet,amb w/ deluge,0.3817703,n,,
7/5/21,18,3,ambient (no del),amb,0.3825366,n,,
7/5/21,19,1,drought,dry w/ deluge,0.3458156,n,,"image very crooked like phone tilted, may be distorted"
7/5/21,20,2,wet,amb w/ deluge,0.3701353,n,,
7/5/21,21,4,ambient (w/ del),amb,0.3800044,n,,
7/5/21,22,1,drought,dry w/ deluge,0.3743334,n,,Image slightly crooked from tilted phone
7/5/21,23,4,ambient (w/ del),amb,NA,y,,missing
7/5/21,24,2,wet,amb w/ deluge,NA,y,,missing
7/5/21,26,4,ambient (w/ del),amb,NA,y,,missing
7/5/21,28,3,ambient (no del),amb,0.361798,n,,
7/5/21,29,4,ambient (w/ del),amb,NA,y,,missing
7/5/21,30,2,wet,amb w/ deluge,0.3823054,n,,
7/5/21,31,3,ambient (no del),amb,0.3831211,n,,
7/5/21,32,4,ambient (w/ del),amb,0.3684696,n,,
7/5/21,33,1,drought,dry w/ deluge,0.3694519,n,,"image very crooked like phone tilted, may be distorted; part of flag cropped from upper corner"
7/5/21,34,3,ambient (no del),amb,0.3714146,n,,
7/5/21,35,4,ambient (w/ del),amb,0.3757267,n,,
7/5/21,37,2,wet,amb w/ deluge,0.3684027,n,,
7/5/21,38,1,drought,dry w/ deluge,0.3559102,n,,"image very crooked like phone tilted, may be distorted"
7/5/21,39,3,ambient (no del),amb,0.3551303,n,,
7/5/21,41,1,drought,dry w/ deluge,0.3679958,n,,"image very crooked like phone tilted, may be distorted"
7/5/21,42,3,ambient (no del),amb,0.3799936,n,,
7/5/21,43,3,ambient (no del),amb,0.374752,n,,
7/5/21,44,2,wet,amb w/ deluge,0.3747173,n,,image slightly crooked from tilted phone
7/5/21,45,4,ambient (w/ del),amb,0.3708623,n,,
7/5/21,47,4,ambient (w/ del),amb,0.3872388,n,,
7/5/21,49,1,drought,dry w/ deluge,NA,y,,missing
7/5/21,50,4,ambient (w/ del),amb,0.3695527,n,,
7/12/21,2,3,ambient (no del),amb,0.3836463,n,,
7/12/21,3,1,drought,dry w/ deluge,0.4050146,y,,"Image very crooked like phone tilted, may be distorted"
7/12/21,4,2,wet,amb w/ deluge,0.3776024,n,,
7/12/21,5,1,drought,dry w/ deluge,0.3560992,n,,"Image very crooked like phone tilted, may be distorted"
7/12/21,6,3,ambient (no del),amb,0.3807018,n,,
7/12/21,9,3,ambient (no del),amb,NA,y,,Image missing - never cropped
7/12/21,10,2,wet,amb w/ deluge,0.3672715,n,,
7/12/21,11,2,wet,amb w/ deluge,0.3656674,n,,
7/12/21,12,4,ambient (w/ del),amb,0.3786265,n,,
7/12/21,13,2,wet,amb w/ deluge,0.3939396,n,,
7/12/21,14,1,drought,dry w/ deluge,0.3512209,n,,"Image very crooked like phone tilted, may be distorted"
7/12/21,15,1,drought,dry w/ deluge,0.3451496,n,,"Image very crooked like phone tilted, may be distorted"
7/12/21,16,2,wet,amb w/ deluge,0.376767,n,,
7/12/21,18,3,ambient (no del),amb,NA,y,,Image missing - never cropped
7/12/21,19,1,drought,dry w/ deluge,0.3505881,n,,Image slightly crooked from tilted phone
7/12/21,20,2,wet,amb w/ deluge,0.3699422,n,,
7/12/21,21,4,ambient (w/ del),amb,0.3792373,n,,
7/12/21,22,1,drought,dry w/ deluge,0.3707734,n,,Image slightly crooked from tilted phone
7/12/21,23,4,ambient (w/ del),amb,0.3748982,n,,
7/12/21,24,2,wet,amb w/ deluge,0.3807574,n,,
7/12/21,26,4,ambient (w/ del),amb,0.3706211,n,,
7/12/21,28,3,ambient (no del),amb,0.3697105,n,,"Image slightly crooked from tilted phone, parts of image look blurry but other parts clear so unclear if the blurry area is really blurry or from Plantago flower fuzz"
7/12/21,29,4,ambient (w/ del),amb,0.3726875,n,,
7/12/21,30,2,wet,amb w/ deluge,0.3862397,n,,
7/12/21,31,3,ambient (no del),amb,0.384326,n,,
7/12/21,32,4,ambient (w/ del),amb,0.3845388,n,,
7/12/21,33,1,drought,dry w/ deluge,0.358451,n,,"Image very crooked like phone tilted, may be distorted"
7/12/21,34,3,ambient (no del),amb,0.3758538,n,,
7/12/21,35,4,ambient (w/ del),amb,0.3682607,n,,
7/12/21,37,2,wet,amb w/ deluge,0.3653122,n,,
7/12/21,38,1,drought,dry w/ deluge,0.3553222,n,,"Image very crooked like phone tilted, may be distorted"
7/12/21,39,3,ambient (no del),amb,0.3655073,n,,Cropped off some extra area on the edge of the plot - likely a flag or trash in the plot area. <2% of image missing
7/12/21,41,1,drought,dry w/ deluge,0.3557121,n,,Image slightly crooked from tilted phone
7/12/21,42,3,ambient (no del),amb,0.3852103,n,,
7/12/21,43,3,ambient (no del),amb,0.3785652,n,,
7/12/21,44,2,wet,amb w/ deluge,0.3807542,n,,
7/12/21,45,4,ambient (w/ del),amb,0.3654582,n,,
7/12/21,47,4,ambient (w/ del),amb,0.3893551,n,,
7/12/21,49,1,drought,dry w/ deluge,0.3649875,n,,Image slightly crooked from tilted phone
7/12/21,50,4,ambient (w/ del),amb,0.3704044,n,,
7/20/21,2,3,ambient (no del),amb,0.3829787,n,,
7/20/21,3,1,drought,dry w/ deluge,NA,y,,Image missing – never cropped
7/20/21,4,2,wet,amb w/ deluge,0.3899962,n,,
7/20/21,5,1,drought,dry w/ deluge,0.3554772,n,,
7/20/21,6,3,ambient (no del),amb,0.3871463,n,,
7/20/21,9,3,ambient (no del),amb,0.3949529,n,,
7/20/21,10,2,wet,amb w/ deluge,0.3837332,n,,
7/20/21,11,2,wet,amb w/ deluge,0.3728845,n,,
7/20/21,12,4,ambient (w/ del),amb,0.3820596,n,,
7/20/21,13,2,wet,amb w/ deluge,0.4051123,n,,
7/20/21,14,1,drought,dry w/ deluge,0.3514753,n,,
7/20/21,15,1,drought,dry w/ deluge,0.3500775,n,,
7/20/21,16,2,wet,amb w/ deluge,0.3889443,n,,
7/20/21,18,3,ambient (no del),amb,0.3851282,n,,
7/20/21,19,1,drought,dry w/ deluge,0.3519061,n,,
7/20/21,20,2,wet,amb w/ deluge,0.379495,n,,
7/20/21,21,4,ambient (w/ del),amb,0.3767408,n,,
7/20/21,22,1,drought,dry w/ deluge,0.3737913,n,,
7/20/21,23,4,ambient (w/ del),amb,0.3767103,n,,
7/20/21,24,2,wet,amb w/ deluge,NA,y,,Image missing – never cropped
7/20/21,26,4,ambient (w/ del),amb,0.3708766,n,,Image slightly crooked from tilted phone
7/20/21,28,3,ambient (no del),amb,0.3832137,n,,
7/20/21,29,4,ambient (w/ del),amb,0.3751365,n,,
7/20/21,30,2,wet,amb w/ deluge,0.4025211,n,,
7/20/21,31,3,ambient (no del),amb,0.3832844,n,,
7/20/21,32,4,ambient (w/ del),amb,NA,y,,Image missing - never cropped
7/20/21,33,1,drought,dry w/ deluge,0.3674473,n,,
7/20/21,34,3,ambient (no del),amb,0.3816727,n,,
7/20/21,35,4,ambient (w/ del),amb,0.3685021,n,,
7/20/21,37,2,wet,amb w/ deluge,0.3656875,n,,
7/20/21,38,1,drought,dry w/ deluge,0.3575253,n,,
7/20/21,39,3,ambient (no del),amb,0.3712717,n,,
7/20/21,41,1,drought,dry w/ deluge,0.3643539,n,,
7/20/21,42,3,ambient (no del),amb,0.3876965,n,,
7/20/21,43,3,ambient (no del),amb,0.3759929,n,,
7/20/21,44,2,wet,amb w/ deluge,0.3979517,n,,
7/20/21,45,4,ambient (w/ del),amb,0.3648978,n,,
7/20/21,47,4,ambient (w/ del),amb,0.3881614,n,,
7/20/21,49,1,drought,dry w/ deluge,0.3627573,n,,
7/20/21,50,4,ambient (w/ del),amb,0.369057,n,,
7/22/21,2,3,ambient (no del),amb,NA,y,,Image missing - never cropped
7/22/21,3,1,drought,dry w/ deluge,0.4391432,n,,lots of purple flowers blooming throughout plot
7/22/21,4,2,wet,amb w/ deluge,0.3974805,n,,
7/22/21,5,1,drought,dry w/ deluge,0.3623585,n,,
7/22/21,6,3,ambient (no del),amb,0.3903717,n,,
7/22/21,9,3,ambient (no del),amb,0.4030777,n,,
7/22/21,10,2,wet,amb w/ deluge,0.3956997,n,,
7/22/21,11,2,wet,amb w/ deluge,0.3823954,n,,
7/22/21,12,4,ambient (w/ del),amb,0.3864737,n,,
7/22/21,13,2,wet,amb w/ deluge,0.4073768,n,,
7/22/21,14,1,drought,dry w/ deluge,0.357748,n,,
7/22/21,15,1,drought,dry w/ deluge,0.3559758,n,,
7/22/21,16,2,wet,amb w/ deluge,0.3972814,n,,
7/22/21,18,3,ambient (no del),amb,0.3881581,n,,
7/22/21,19,1,drought,dry w/ deluge,0.3566907,n,,
7/22/21,20,2,wet,amb w/ deluge,0.387217,n,,
7/22/21,21,4,ambient (w/ del),amb,NA,y,,Image missing – never cropped
7/22/21,22,1,drought,dry w/ deluge,0.3799157,n,,
7/22/21,23,4,ambient (w/ del),amb,0.3758336,n,,
7/22/21,24,2,wet,amb w/ deluge,0.4013381,n,,
7/22/21,26,4,ambient (w/ del),amb,0.3718663,y,,REMOVE - image is blurry in majority of plot area
7/22/21,28,3,ambient (no del),amb,0.3930624,n,,
7/22/21,29,4,ambient (w/ del),amb,0.3778024,n,,
7/22/21,30,2,wet,amb w/ deluge,0.4139777,n,,
7/22/21,31,3,ambient (no del),amb,0.3851583,n,,
7/22/21,32,4,ambient (w/ del),amb,0.3915252,n,,
7/22/21,33,1,drought,dry w/ deluge,0.3711741,n,,
7/22/21,34,3,ambient (no del),amb,0.3824929,n,,
7/22/21,35,4,ambient (w/ del),amb,0.3644063,n,,
7/22/21,37,2,wet,amb w/ deluge,0.3705854,n,,
7/22/21,38,1,drought,dry w/ deluge,0.3593618,n,,
7/22/21,39,3,ambient (no del),amb,0.372368,n,,
7/22/21,41,1,drought,dry w/ deluge,0.3667845,n,,
7/22/21,42,3,ambient (no del),amb,0.3884883,n,,
7/22/21,43,3,ambient (no del),amb,0.3767562,n,,
7/22/21,44,2,wet,amb w/ deluge,0.403141,n,,
7/22/21,45,4,ambient (w/ del),amb,0.3658849,n,,
7/22/21,47,4,ambient (w/ del),amb,0.388651,n,,
7/22/21,49,1,drought,dry w/ deluge,0.3650365,n,,
7/22/21,50,4,ambient (w/ del),amb,0.3754396,n,,
7/26/21,2,3,ambient (no del),amb,0.3832669,n,,
7/26/21,3,1,drought,dry w/ deluge,0.4008114,n,,still lots of purple flowers in plot area
7/26/21,4,2,wet,amb w/ deluge,0.3845583,n,,
7/26/21,5,1,drought,dry w/ deluge,0.3555814,n,,
7/26/21,6,3,ambient (no del),amb,0.377598,n,,
7/26/21,9,3,ambient (no del),amb,0.3855058,n,,
7/26/21,10,2,wet,amb w/ deluge,0.3809898,n,,some purple flowers blooming in plot area
7/26/21,11,2,wet,amb w/ deluge,0.368089,n,,
7/26/21,12,4,ambient (w/ del),amb,0.3780076,n,,
7/26/21,13,2,wet,amb w/ deluge,0.3921266,n,,
7/26/21,14,1,drought,dry w/ deluge,0.3589654,n,,
7/26/21,15,1,drought,dry w/ deluge,0.3488709,n,,
7/26/21,16,2,wet,amb w/ deluge,0.3890453,n,,
7/26/21,18,3,ambient (no del),amb,0.3684597,n,,
7/26/21,19,1,drought,dry w/ deluge,0.3559426,n,,
7/26/21,20,2,wet,amb w/ deluge,NA,y,,missing
7/26/21,21,4,ambient (w/ del),amb,0.3685881,n,,
7/26/21,22,1,drought,dry w/ deluge,0.3650872,n,,
7/26/21,23,4,ambient (w/ del),amb,NA,y,,missing
7/26/21,24,2,wet,amb w/ deluge,0.3878526,n,,
7/26/21,26,4,ambient (w/ del),amb,NA,y,,missing
7/26/21,28,3,ambient (no del),amb,0.3776257,n,,
7/26/21,29,4,ambient (w/ del),amb,0.368884,n,,
7/26/21,30,2,wet,amb w/ deluge,NA,y,,missing
7/26/21,31,3,ambient (no del),amb,0.3656369,n,,
7/26/21,32,4,ambient (w/ del),amb,0.3813362,n,,
7/26/21,33,1,drought,dry w/ deluge,0.3744495,n,,
7/26/21,34,3,ambient (no del),amb,0.3692737,n,,
7/26/21,35,4,ambient (w/ del),amb,NA,y,,missing
7/26/21,37,2,wet,amb w/ deluge,NA,y,,missing
7/26/21,38,1,drought,dry w/ deluge,0.3554555,n,,
7/26/21,39,3,ambient (no del),amb,0.3679358,n,,
7/26/21,41,1,drought,dry w/ deluge,0.3644471,n,,
7/26/21,42,3,ambient (no del),amb,NA,y,,missing
7/26/21,43,3,ambient (no del),amb,0.3698057,n,,
7/26/21,44,2,wet,amb w/ deluge,0.3928313,n,,
7/26/21,45,4,ambient (w/ del),amb,0.3525261,n,,
7/26/21,47,4,ambient (w/ del),amb,NA,y,,missing
7/26/21,49,1,drought,dry w/ deluge,0.36073,n,,
7/26/21,50,4,ambient (w/ del),amb,0.3602066,n,,Yellow flower in upper corner of photo (~10% of photo)
7/29/21,2,3,ambient (no del),amb,0.3654965,n,,
7/29/21,3,1,drought,dry w/ deluge,0.420864,n,,
7/29/21,4,2,wet,amb w/ deluge,0.3895289,n,,
7/29/21,5,1,drought,dry w/ deluge,0.351852,n,,
7/29/21,6,3,ambient (no del),amb,0.3794494,n,,
7/29/21,9,3,ambient (no del),amb,0.388342,n,,
7/29/21,10,2,wet,amb w/ deluge,0.3916337,n,,A few purple flowers starting to bloom
7/29/21,11,2,wet,amb w/ deluge,0.37356,n,,
7/29/21,12,4,ambient (w/ del),amb,0.3798101,n,,
7/29/21,13,2,wet,amb w/ deluge,0.4047006,n,,
7/29/21,14,1,drought,dry w/ deluge,0.3563593,n,,
7/29/21,15,1,drought,dry w/ deluge,0.351031,n,,
7/29/21,16,2,wet,amb w/ deluge,0.3957725,n,,
7/29/21,18,3,ambient (no del),amb,0.3657552,n,,
7/29/21,19,1,drought,dry w/ deluge,0.3587983,n,,
7/29/21,20,2,wet,amb w/ deluge,0.378211,n,,
7/29/21,21,4,ambient (w/ del),amb,0.3691115,n,,
7/29/21,22,1,drought,dry w/ deluge,0.3603555,n,,
7/29/21,23,4,ambient (w/ del),amb,0.3702268,n,,
7/29/21,24,2,wet,amb w/ deluge,0.393574,n,,
7/29/21,26,4,ambient (w/ del),amb,0.3606357,n,,
7/29/21,28,3,ambient (no del),amb,0.3839817,n,,
7/29/21,29,4,ambient (w/ del),amb,0.3635502,n,,
7/29/21,30,2,wet,amb w/ deluge,0.4050527,n,,
7/29/21,31,3,ambient (no del),amb,0.3647815,n,,
7/29/21,32,4,ambient (w/ del),amb,0.3746596,n,,
7/29/21,33,1,drought,dry w/ deluge,0.3686464,n,,
7/29/21,34,3,ambient (no del),amb,0.3666674,n,,
7/29/21,35,4,ambient (w/ del),amb,0.3586019,n,,
7/29/21,37,2,wet,amb w/ deluge,0.3709,n,,
7/29/21,38,1,drought,dry w/ deluge,0.3500114,n,,
7/29/21,39,3,ambient (no del),amb,0.3658721,n,,
7/29/21,41,1,drought,dry w/ deluge,0.3634517,n,,Image slightly crooked from tilted phone
7/29/21,42,3,ambient (no del),amb,0.3763326,n,,
7/29/21,43,3,ambient (no del),amb,0.3664679,n,,
7/29/21,44,2,wet,amb w/ deluge,0.4025307,n,,
7/29/21,45,4,ambient (w/ del),amb,0.3535235,n,,
7/29/21,47,4,ambient (w/ del),amb,0.3749156,n,,
7/29/21,49,1,drought,dry w/ deluge,0.3584226,n,,
7/29/21,50,4,ambient (w/ del),amb,0.3635278,n,,Some yellow flowers starting to bloom in corner
8/1/21,2,3,ambient (no del),amb,0.3629017,n,,
8/1/21,3,1,drought,dry w/ deluge,0.4180824,n,,
8/1/21,4,2,wet,amb w/ deluge,0.3876617,n,,
8/1/21,5,1,drought,dry w/ deluge,0.3458391,n,,
8/1/21,6,3,ambient (no del),amb,0.3734211,n,,
8/1/21,9,3,ambient (no del),amb,0.3873395,n,,
8/1/21,10,2,wet,amb w/ deluge,0.3873379,n,,
8/1/21,11,2,wet,amb w/ deluge,0.376163,n,,
8/1/21,12,4,ambient (w/ del),amb,0.3757181,n,,
8/1/21,13,2,wet,amb w/ deluge,0.4039217,n,,
8/1/21,14,1,drought,dry w/ deluge,0.3548404,n,,
8/1/21,15,1,drought,dry w/ deluge,0.3470173,n,,
8/1/21,16,2,wet,amb w/ deluge,NA,y,,missing
8/1/21,18,3,ambient (no del),amb,0.3560096,n,,
8/1/21,19,1,drought,dry w/ deluge,0.3602876,n,,
8/1/21,20,2,wet,amb w/ deluge,0.3773636,n,,
8/1/21,21,4,ambient (w/ del),amb,0.3663796,n,,
8/1/21,22,1,drought,dry w/ deluge,0.352979,n,,
8/1/21,23,4,ambient (w/ del),amb,0.3653988,n,,
8/1/21,24,2,wet,amb w/ deluge,0.3907499,n,,
8/1/21,26,4,ambient (w/ del),amb,0.3553156,y,,REMOVE - image is blurry in majority of plot area & crooked from tilted phone
8/1/21,28,3,ambient (no del),amb,0.3802146,n,,
8/1/21,29,4,ambient (w/ del),amb,0.3629571,n,,
8/1/21,30,2,wet,amb w/ deluge,0.4049328,n,,
8/1/21,31,3,ambient (no del),amb,0.3607953,n,,
8/1/21,32,4,ambient (w/ del),amb,0.3736019,n,,Image slightly crooked from tilted phone
8/1/21,33,1,drought,dry w/ deluge,0.3669262,n,,
8/1/21,34,3,ambient (no del),amb,0.3616084,n,,
8/1/21,35,4,ambient (w/ del),amb,0.3530183,n,,
8/1/21,37,2,wet,amb w/ deluge,0.3686642,n,,
8/1/21,38,1,drought,dry w/ deluge,0.3459972,n,,
8/1/21,39,3,ambient (no del),amb,0.3669422,n,,
8/1/21,41,1,drought,dry w/ deluge,0.3636433,n,,
8/1/21,42,3,ambient (no del),amb,0.3755149,n,,
8/1/21,43,3,ambient (no del),amb,0.3603967,n,,
8/1/21,44,2,wet,amb w/ deluge,0.405315,n,,
8/1/21,45,4,ambient (w/ del),amb,0.3473625,n,,
8/1/21,47,4,ambient (w/ del),amb,0.3738171,n,,
8/1/21,49,1,drought,dry w/ deluge,0.354483,n,,
8/1/21,50,4,ambient (w/ del),amb,NA,y,,missing
8/5/21,2,3,ambient (no del),amb,0.3526452,n,,
8/5/21,3,1,drought,dry w/ deluge,0.4095886,n,,
8/5/21,4,2,wet,amb w/ deluge,0.3767692,n,,
8/5/21,5,1,drought,dry w/ deluge,0.3401206,n,,
8/5/21,6,3,ambient (no del),amb,0.3644275,n,,
8/5/21,9,3,ambient (no del),amb,0.3789008,n,,
8/5/21,10,2,wet,amb w/ deluge,0.3861985,n,,
8/5/21,11,2,wet,amb w/ deluge,0.3678852,n,,
8/5/21,12,4,ambient (w/ del),amb,0.3714006,n,,
8/5/21,13,2,wet,amb w/ deluge,0.3888089,n,,
8/5/21,14,1,drought,dry w/ deluge,0.3439599,n,,
8/5/21,15,1,drought,dry w/ deluge,0.3407858,n,,
8/5/21,16,2,wet,amb w/ deluge,0.3887567,n,,
8/5/21,18,3,ambient (no del),amb,0.3468052,n,,
8/5/21,19,1,drought,dry w/ deluge,0.3548328,n,,
8/5/21,20,2,wet,amb w/ deluge,0.3722053,n,,
8/5/21,21,4,ambient (w/ del),amb,0.3612634,n,,
8/5/21,22,1,drought,dry w/ deluge,0.3440859,n,,
8/5/21,23,4,ambient (w/ del),amb,0.3620245,n,,
8/5/21,24,2,wet,amb w/ deluge,0.383362,n,,
8/5/21,26,4,ambient (w/ del),amb,0.3475911,n,,
8/5/21,28,3,ambient (no del),amb,0.3746888,n,,
8/5/21,29,4,ambient (w/ del),amb,0.355538,n,,
8/5/21,30,2,wet,amb w/ deluge,0.3938571,n,,
8/5/21,31,3,ambient (no del),amb,0.3498983,n,,
8/5/21,32,4,ambient (w/ del),amb,0.3661855,n,,
8/5/21,33,1,drought,dry w/ deluge,0.3557043,n,,
8/5/21,34,3,ambient (no del),amb,0.3503754,n,,
8/5/21,35,4,ambient (w/ del),amb,0.3505735,n,,
8/5/21,37,2,wet,amb w/ deluge,0.3603628,n,,
8/5/21,38,1,drought,dry w/ deluge,0.339085,n,,
8/5/21,39,3,ambient (no del),amb,0.3638508,n,,
8/5/21,41,1,drought,dry w/ deluge,0.3546602,n,,
8/5/21,42,3,ambient (no del),amb,0.36046,n,,
8/5/21,43,3,ambient (no del),amb,0.3546892,n,,
8/5/21,44,2,wet,amb w/ deluge,0.3960659,n,,
8/5/21,45,4,ambient (w/ del),amb,0.3444627,n,,
8/5/21,47,4,ambient (w/ del),amb,0.3617903,n,,
8/5/21,49,1,drought,dry w/ deluge,0.3472028,n,,
8/5/21,50,4,ambient (w/ del),amb,0.3476901,n,,
8/9/21,2,3,ambient (no del),amb,0.3488939,n,,
8/9/21,3,1,drought,dry w/ deluge,0.3960467,n,,
8/9/21,4,2,wet,amb w/ deluge,0.3605953,n,,
8/9/21,5,1,drought,dry w/ deluge,0.3420037,n,,
8/9/21,6,3,ambient (no del),amb,0.3546036,n,,
8/9/21,9,3,ambient (no del),amb,0.3622174,n,,
8/9/21,10,2,wet,amb w/ deluge,0.3755344,n,,
8/9/21,11,2,wet,amb w/ deluge,0.3630776,n,,
8/9/21,12,4,ambient (w/ del),amb,0.3737505,n,,
8/9/21,13,2,wet,amb w/ deluge,0.3373717,n,,Tumbleweeds starting to die over plot - some still green but some turning yellow
8/9/21,14,1,drought,dry w/ deluge,0.3403568,n,,
8/9/21,15,1,drought,dry w/ deluge,0.379694,n,,
8/9/21,16,2,wet,amb w/ deluge,0.3610211,n,,
8/9/21,18,3,ambient (no del),amb,0.3432361,n,,
8/9/21,19,1,drought,dry w/ deluge,0.3463098,n,,
8/9/21,20,2,wet,amb w/ deluge,0.3646548,n,,
8/9/21,21,4,ambient (w/ del),amb,0.3545003,n,,
8/9/21,22,1,drought,dry w/ deluge,0.3359388,n,,
8/9/21,23,4,ambient (w/ del),amb,0.3568688,n,,
8/9/21,24,2,wet,amb w/ deluge,0.3666346,n,,
8/9/21,26,4,ambient (w/ del),amb,0.3491876,n,,
8/9/21,28,3,ambient (no del),amb,0.3631003,n,,
8/9/21,29,4,ambient (w/ del),amb,0.3493719,n,,
8/9/21,30,2,wet,amb w/ deluge,0.3733917,n,,
8/9/21,31,3,ambient (no del),amb,0.3432559,n,,
8/9/21,32,4,ambient (w/ del),amb,0.3491286,n,,
8/9/21,33,1,drought,dry w/ deluge,0.3453702,n,,
8/9/21,34,3,ambient (no del),amb,0.3452172,n,,
8/9/21,35,4,ambient (w/ del),amb,0.3465603,n,,
8/9/21,37,2,wet,amb w/ deluge,0.3592909,n,,
8/9/21,38,1,drought,dry w/ deluge,0.3443732,n,,
8/9/21,39,3,ambient (no del),amb,0.3551368,n,,
8/9/21,41,1,drought,dry w/ deluge,0.3436177,n,,
8/9/21,42,3,ambient (no del),amb,0.3517737,n,,
8/9/21,43,3,ambient (no del),amb,0.3551324,n,,
8/9/21,44,2,wet,amb w/ deluge,0.3820057,n,,
8/9/21,45,4,ambient (w/ del),amb,0.3467203,n,,
8/9/21,47,4,ambient (w/ del),amb,0.3625376,n,,
8/9/21,49,1,drought,dry w/ deluge,0.3444942,n,,
8/9/21,50,4,ambient (w/ del),amb,0.3465537,n,,Lots of dying western wheatgrass flowering stalks in plot - yellow stalks
8/13/21,2,3,ambient (no del),amb,0.340966,n,,
8/13/21,3,1,drought,dry w/ deluge,0.3795036,n,,
8/13/21,4,2,wet,amb w/ deluge,0.3579137,n,,
8/13/21,5,1,drought,dry w/ deluge,0.3387441,n,,
8/13/21,6,3,ambient (no del),amb,0.3480086,n,,
8/13/21,9,3,ambient (no del),amb,0.3552396,n,,
8/13/21,10,2,wet,amb w/ deluge,0.3687442,n,,
8/13/21,11,2,wet,amb w/ deluge,0.3596765,n,,
8/13/21,12,4,ambient (w/ del),amb,0.3592634,n,,
8/13/21,13,2,wet,amb w/ deluge,0.3664459,n,,
8/13/21,14,1,drought,dry w/ deluge,0.3312144,n,,
8/13/21,15,1,drought,dry w/ deluge,0.3413248,n,,
8/13/21,16,2,wet,amb w/ deluge,0.3757382,n,,
8/13/21,18,3,ambient (no del),amb,0.3386541,n,,
8/13/21,19,1,drought,dry w/ deluge,0.3463529,n,,Image slightly crooked from tilted phone
8/13/21,20,2,wet,amb w/ deluge,0.3655553,n,,
8/13/21,21,4,ambient (w/ del),amb,0.3563824,n,,
8/13/21,22,1,drought,dry w/ deluge,0.3387621,n,,
8/13/21,23,4,ambient (w/ del),amb,0.3558984,n,,
8/13/21,24,2,wet,amb w/ deluge,0.3621955,n,,
8/13/21,26,4,ambient (w/ del),amb,0.3449681,n,,
8/13/21,28,3,ambient (no del),amb,0.3572341,n,,
8/13/21,29,4,ambient (w/ del),amb,0.3436214,n,,
8/13/21,30,2,wet,amb w/ deluge,0.3603017,n,,
8/13/21,31,3,ambient (no del),amb,0.3441133,n,,
8/13/21,32,4,ambient (w/ del),amb,0.3488773,n,,
8/13/21,33,1,drought,dry w/ deluge,0.34425,n,,
8/13/21,34,3,ambient (no del),amb,0.3469758,n,,
8/13/21,35,4,ambient (w/ del),amb,0.3441131,n,,
8/13/21,37,2,wet,amb w/ deluge,0.3609534,n,,
8/13/21,38,1,drought,dry w/ deluge,0.340899,n,,
8/13/21,39,3,ambient (no del),amb,0.3534704,n,,
8/13/21,41,1,drought,dry w/ deluge,0.3452139,n,,
8/13/21,42,3,ambient (no del),amb,0.3454934,n,,
8/13/21,43,3,ambient (no del),amb,0.3506532,n,,
8/13/21,44,2,wet,amb w/ deluge,0.3759614,n,,
8/13/21,45,4,ambient (w/ del),amb,0.3432983,n,,
8/13/21,47,4,ambient (w/ del),amb,0.3447612,n,,
8/13/21,49,1,drought,dry w/ deluge,0.3398437,n,,
8/13/21,50,4,ambient (w/ del),amb,0.3419546,n,,
8/17/21,2,3,ambient (no del),amb,0.3374743,n,,
8/17/21,3,1,drought,dry w/ deluge,0.3803531,n,,
8/17/21,4,2,wet,amb w/ deluge,0.3519243,n,,
8/17/21,5,1,drought,dry w/ deluge,0.3389842,n,,
8/17/21,6,3,ambient (no del),amb,0.3460109,n,,
8/17/21,9,3,ambient (no del),amb,0.3551531,n,,
8/17/21,10,2,wet,amb w/ deluge,0.3628974,n,,
8/17/21,11,2,wet,amb w/ deluge,0.357743,n,,
8/17/21,12,4,ambient (w/ del),amb,0.3580689,n,,
8/17/21,13,2,wet,amb w/ deluge,0.3597982,n,,
8/17/21,14,1,drought,dry w/ deluge,0.3331114,n,,
8/17/21,15,1,drought,dry w/ deluge,0.3388277,n,,
8/17/21,16,2,wet,amb w/ deluge,0.3693095,n,,
8/17/21,18,3,ambient (no del),amb,0.3337995,n,,
8/17/21,19,1,drought,dry w/ deluge,0.3486335,n,,
8/17/21,20,2,wet,amb w/ deluge,0.3617525,n,,
8/17/21,21,4,ambient (w/ del),amb,0.349409,n,,
8/17/21,22,1,drought,dry w/ deluge,0.3352009,n,,
8/17/21,23,4,ambient (w/ del),amb,0.3583451,n,,
8/17/21,24,2,wet,amb w/ deluge,0.3576209,n,,
8/17/21,26,4,ambient (w/ del),amb,0.3468049,n,,
8/17/21,28,3,ambient (no del),amb,0.3484293,n,,
8/17/21,29,4,ambient (w/ del),amb,0.3442404,n,,
8/17/21,30,2,wet,amb w/ deluge,0.3504221,n,,
8/17/21,31,3,ambient (no del),amb,0.3394287,n,,
8/17/21,32,4,ambient (w/ del),amb,0.3459668,n,,
8/17/21,33,1,drought,dry w/ deluge,0.3439777,n,,
8/17/21,34,3,ambient (no del),amb,0.3428831,n,,
8/17/21,35,4,ambient (w/ del),amb,0.3437025,n,,
8/17/21,37,2,wet,amb w/ deluge,0.3545177,n,,
