doy,VWC,depth,Plot,Trt
216,43.51,50,20,amb w/ deluge
216,43.545,55,20,amb w/ deluge
216,43.58,60,20,amb w/ deluge
216,42.73375,65,20,amb w/ deluge
216,41.8875,70,20,amb w/ deluge
216,43.00125,75,20,amb w/ deluge
216,44.115,80,20,amb w/ deluge
216,44.62625,85,20,amb w/ deluge
216,45.1375,90,20,amb w/ deluge
216,41.10375,95,20,amb w/ deluge
216,37.07,100,20,amb w/ deluge
217,18.3,10,20,amb w/ deluge
217,24.74,15,20,amb w/ deluge
217,31.18,20,20,amb w/ deluge
217,32.015,25,20,amb w/ deluge
217,32.85,30,20,amb w/ deluge
217,34.46,35,20,amb w/ deluge
217,36.07,40,20,amb w/ deluge
217,39.66,45,20,amb w/ deluge
217,43.25,50,20,amb w/ deluge
217,43.285,55,20,amb w/ deluge
217,43.32,60,20,amb w/ deluge
217,42.535,65,20,amb w/ deluge
217,41.75,70,20,amb w/ deluge
217,42.88,75,20,amb w/ deluge
217,44.01,80,20,amb w/ deluge
217,44.565,85,20,amb w/ deluge
217,45.12,90,20,amb w/ deluge
217,41.135,95,20,amb w/ deluge
217,37.15,100,20,amb w/ deluge
218,17.75,10,20,amb w/ deluge
218,23.90875,15,20,amb w/ deluge
218,30.0675,20,20,amb w/ deluge
218,30.875,25,20,amb w/ deluge
218,31.6825,30,20,amb w/ deluge
218,33.27875,35,20,amb w/ deluge
218,34.875,40,20,amb w/ deluge
218,38.725,45,20,amb w/ deluge
218,42.575,50,20,amb w/ deluge
218,42.6925,55,20,amb w/ deluge
218,42.81,60,20,amb w/ deluge
218,42.14625,65,20,amb w/ deluge
218,41.4825,70,20,amb w/ deluge
218,42.6775,75,20,amb w/ deluge
218,43.8725,80,20,amb w/ deluge
218,44.4525,85,20,amb w/ deluge
218,45.0325,90,20,amb w/ deluge
218,41.115,95,20,amb w/ deluge
218,37.1975,100,20,amb w/ deluge
219,17.2,10,20,amb w/ deluge
219,23.0775,15,20,amb w/ deluge
219,28.955,20,20,amb w/ deluge
219,29.735,25,20,amb w/ deluge
219,30.515,30,20,amb w/ deluge
219,32.0975,35,20,amb w/ deluge
219,33.68,40,20,amb w/ deluge
219,37.79,45,20,amb w/ deluge
219,41.9,50,20,amb w/ deluge
219,42.1,55,20,amb w/ deluge
219,42.3,60,20,amb w/ deluge
219,41.7575,65,20,amb w/ deluge
219,41.215,70,20,amb w/ deluge
219,42.475,75,20,amb w/ deluge
219,43.735,80,20,amb w/ deluge
219,44.34,85,20,amb w/ deluge
219,44.945,90,20,amb w/ deluge
219,41.095,95,20,amb w/ deluge
219,37.245,100,20,amb w/ deluge
220,16.65,10,20,amb w/ deluge
220,22.24625,15,20,amb w/ deluge
220,27.8425,20,20,amb w/ deluge
220,28.595,25,20,amb w/ deluge
220,29.3475,30,20,amb w/ deluge
220,30.91625,35,20,amb w/ deluge
220,32.485,40,20,amb w/ deluge
220,36.855,45,20,amb w/ deluge
220,41.225,50,20,amb w/ deluge
220,41.5075,55,20,amb w/ deluge
220,41.79,60,20,amb w/ deluge
220,41.36875,65,20,amb w/ deluge
220,40.9475,70,20,amb w/ deluge
220,42.2725,75,20,amb w/ deluge
220,43.5975,80,20,amb w/ deluge
220,44.2275,85,20,amb w/ deluge
220,44.8575,90,20,amb w/ deluge
220,41.075,95,20,amb w/ deluge
220,37.2925,100,20,amb w/ deluge
221,16.1,10,20,amb w/ deluge
221,21.415,15,20,amb w/ deluge
221,26.73,20,20,amb w/ deluge
221,27.455,25,20,amb w/ deluge
221,28.18,30,20,amb w/ deluge
221,29.735,35,20,amb w/ deluge
221,31.29,40,20,amb w/ deluge
221,35.92,45,20,amb w/ deluge
221,40.55,50,20,amb w/ deluge
221,40.915,55,20,amb w/ deluge
221,41.28,60,20,amb w/ deluge
221,40.98,65,20,amb w/ deluge
221,40.68,70,20,amb w/ deluge
221,42.07,75,20,amb w/ deluge
221,43.46,80,20,amb w/ deluge
221,44.115,85,20,amb w/ deluge
221,44.77,90,20,amb w/ deluge
221,41.055,95,20,amb w/ deluge
221,37.34,100,20,amb w/ deluge
222,16.165,10,20,amb w/ deluge
222,21.22375,15,20,amb w/ deluge
222,26.2825,20,20,amb w/ deluge
222,26.2775,25,20,amb w/ deluge
222,26.2725,30,20,amb w/ deluge
222,27.77375,35,20,amb w/ deluge
222,29.275,40,20,amb w/ deluge
222,34.495,45,20,amb w/ deluge
222,39.715,50,20,amb w/ deluge
222,40.2,55,20,amb w/ deluge
222,40.685,60,20,amb w/ deluge
222,40.525,65,20,amb w/ deluge
222,40.365,70,20,amb w/ deluge
222,41.78375,75,20,amb w/ deluge
222,43.2025,80,20,amb w/ deluge
222,43.87375,85,20,amb w/ deluge
222,44.545,90,20,amb w/ deluge
222,40.8625,95,20,amb w/ deluge
222,37.18,100,20,amb w/ deluge
223,16.23,10,20,amb w/ deluge
223,21.0325,15,20,amb w/ deluge
223,25.835,20,20,amb w/ deluge
223,25.1,25,20,amb w/ deluge
223,24.365,30,20,amb w/ deluge
223,25.8125,35,20,amb w/ deluge
223,27.26,40,20,amb w/ deluge
223,33.07,45,20,amb w/ deluge
223,38.88,50,20,amb w/ deluge
223,39.485,55,20,amb w/ deluge
223,40.09,60,20,amb w/ deluge
223,40.07,65,20,amb w/ deluge
223,40.05,70,20,amb w/ deluge
223,41.4975,75,20,amb w/ deluge
223,42.945,80,20,amb w/ deluge
223,43.6325,85,20,amb w/ deluge
223,44.32,90,20,amb w/ deluge
223,40.67,95,20,amb w/ deluge
223,37.02,100,20,amb w/ deluge
224,16.295,10,20,amb w/ deluge
224,20.84125,15,20,amb w/ deluge
224,25.3875,20,20,amb w/ deluge
224,23.9225,25,20,amb w/ deluge
224,22.4575,30,20,amb w/ deluge
224,23.85125,35,20,amb w/ deluge
224,25.245,40,20,amb w/ deluge
224,31.645,45,20,amb w/ deluge
224,38.045,50,20,amb w/ deluge
224,38.77,55,20,amb w/ deluge
224,39.495,60,20,amb w/ deluge
224,39.615,65,20,amb w/ deluge
224,39.735,70,20,amb w/ deluge
224,41.21125,75,20,amb w/ deluge
224,42.6875,80,20,amb w/ deluge
224,43.39125,85,20,amb w/ deluge
224,44.095,90,20,amb w/ deluge
224,40.4775,95,20,amb w/ deluge
224,36.86,100,20,amb w/ deluge
225,16.36,10,20,amb w/ deluge
225,20.65,15,20,amb w/ deluge
225,24.94,20,20,amb w/ deluge
225,22.745,25,20,amb w/ deluge
225,20.55,30,20,amb w/ deluge
225,21.89,35,20,amb w/ deluge
225,23.23,40,20,amb w/ deluge
225,30.22,45,20,amb w/ deluge
225,37.21,50,20,amb w/ deluge
225,38.055,55,20,amb w/ deluge
225,38.9,60,20,amb w/ deluge
225,39.16,65,20,amb w/ deluge
225,39.42,70,20,amb w/ deluge
225,40.925,75,20,amb w/ deluge
225,42.43,80,20,amb w/ deluge
225,43.15,85,20,amb w/ deluge
225,43.87,90,20,amb w/ deluge
225,40.285,95,20,amb w/ deluge
225,36.7,100,20,amb w/ deluge
226,15.4925,10,20,amb w/ deluge
226,19.99625,15,20,amb w/ deluge
226,24.5,20,20,amb w/ deluge
226,22.23875,25,20,amb w/ deluge
226,19.9775,30,20,amb w/ deluge
226,20.815,35,20,amb w/ deluge
226,21.6525,40,20,amb w/ deluge
226,28.415,45,20,amb w/ deluge
226,35.1775,50,20,amb w/ deluge
226,36.59,55,20,amb w/ deluge
226,38.0025,60,20,amb w/ deluge
226,38.31625,65,20,amb w/ deluge
226,38.63,70,20,amb w/ deluge
226,40.36125,75,20,amb w/ deluge
226,42.0925,80,20,amb w/ deluge
226,42.92125,85,20,amb w/ deluge
226,43.75,90,20,amb w/ deluge
226,40.3125,95,20,amb w/ deluge
226,36.875,100,20,amb w/ deluge
227,14.625,10,20,amb w/ deluge
227,19.3425,15,20,amb w/ deluge
227,24.06,20,20,amb w/ deluge
227,21.7325,25,20,amb w/ deluge
227,19.405,30,20,amb w/ deluge
227,19.74,35,20,amb w/ deluge
227,20.075,40,20,amb w/ deluge
227,26.61,45,20,amb w/ deluge
227,33.145,50,20,amb w/ deluge
227,35.125,55,20,amb w/ deluge
227,37.105,60,20,amb w/ deluge
227,37.4725,65,20,amb w/ deluge
227,37.84,70,20,amb w/ deluge
227,39.7975,75,20,amb w/ deluge
227,41.755,80,20,amb w/ deluge
227,42.6925,85,20,amb w/ deluge
227,43.63,90,20,amb w/ deluge
227,40.34,95,20,amb w/ deluge
227,37.05,100,20,amb w/ deluge
228,13.7575,10,20,amb w/ deluge
228,18.68875,15,20,amb w/ deluge
228,23.62,20,20,amb w/ deluge
228,21.22625,25,20,amb w/ deluge
228,18.8325,30,20,amb w/ deluge
228,18.665,35,20,amb w/ deluge
228,18.4975,40,20,amb w/ deluge
228,24.805,45,20,amb w/ deluge
228,31.1125,50,20,amb w/ deluge
228,33.66,55,20,amb w/ deluge
228,36.2075,60,20,amb w/ deluge
228,36.62875,65,20,amb w/ deluge
228,37.05,70,20,amb w/ deluge
228,39.23375,75,20,amb w/ deluge
228,41.4175,80,20,amb w/ deluge
228,42.46375,85,20,amb w/ deluge
228,43.51,90,20,amb w/ deluge
228,40.3675,95,20,amb w/ deluge
228,37.225,100,20,amb w/ deluge
229,12.89,10,20,amb w/ deluge
229,18.035,15,20,amb w/ deluge
229,23.18,20,20,amb w/ deluge
229,20.72,25,20,amb w/ deluge
229,18.26,30,20,amb w/ deluge
229,17.59,35,20,amb w/ deluge
229,16.92,40,20,amb w/ deluge
229,23,45,20,amb w/ deluge
229,29.08,50,20,amb w/ deluge
229,32.195,55,20,amb w/ deluge
229,35.31,60,20,amb w/ deluge
229,35.785,65,20,amb w/ deluge
229,36.26,70,20,amb w/ deluge
229,38.67,75,20,amb w/ deluge
229,41.08,80,20,amb w/ deluge
229,42.235,85,20,amb w/ deluge
229,43.39,90,20,amb w/ deluge
229,40.395,95,20,amb w/ deluge
229,37.4,100,20,amb w/ deluge
230,14.66333333,10,20,amb w/ deluge
230,19.305,15,20,amb w/ deluge
230,23.94666667,20,20,amb w/ deluge
230,20.90166667,25,20,amb w/ deluge
230,17.85666667,30,20,amb w/ deluge
230,16.97666667,35,20,amb w/ deluge
230,16.09666667,40,20,amb w/ deluge
230,21.73333333,45,20,amb w/ deluge
230,27.37,50,20,amb w/ deluge
230,30.81,55,20,amb w/ deluge
230,34.25,60,20,amb w/ deluge
230,34.79833333,65,20,amb w/ deluge
230,35.34666667,70,20,amb w/ deluge
230,37.90333333,75,20,amb w/ deluge
230,40.46,80,20,amb w/ deluge
230,41.675,85,20,amb w/ deluge
230,42.89,90,20,amb w/ deluge
230,40.07166667,95,20,amb w/ deluge
230,37.25333333,100,20,amb w/ deluge
231,16.43666667,10,20,amb w/ deluge
231,20.575,15,20,amb w/ deluge
231,24.71333333,20,20,amb w/ deluge
231,21.08333333,25,20,amb w/ deluge
231,17.45333333,30,20,amb w/ deluge
231,16.36333333,35,20,amb w/ deluge
231,15.27333333,40,20,amb w/ deluge
231,20.46666667,45,20,amb w/ deluge
231,25.66,50,20,amb w/ deluge
231,29.425,55,20,amb w/ deluge
231,33.19,60,20,amb w/ deluge
231,33.81166667,65,20,amb w/ deluge
231,34.43333333,70,20,amb w/ deluge
231,37.13666667,75,20,amb w/ deluge
231,39.84,80,20,amb w/ deluge
231,41.115,85,20,amb w/ deluge
231,42.39,90,20,amb w/ deluge
231,39.74833333,95,20,amb w/ deluge
231,37.10666667,100,20,amb w/ deluge
232,18.21,10,20,amb w/ deluge
232,21.845,15,20,amb w/ deluge
232,25.48,20,20,amb w/ deluge
232,21.265,25,20,amb w/ deluge
232,17.05,30,20,amb w/ deluge
232,15.75,35,20,amb w/ deluge
232,14.45,40,20,amb w/ deluge
232,19.2,45,20,amb w/ deluge
232,23.95,50,20,amb w/ deluge
232,28.04,55,20,amb w/ deluge
232,32.13,60,20,amb w/ deluge
232,32.825,65,20,amb w/ deluge
232,33.52,70,20,amb w/ deluge
232,36.37,75,20,amb w/ deluge
232,39.22,80,20,amb w/ deluge
232,40.555,85,20,amb w/ deluge
232,41.89,90,20,amb w/ deluge
232,39.425,95,20,amb w/ deluge
232,36.96,100,20,amb w/ deluge
233,17.88333333,10,20,amb w/ deluge
233,21.41,15,20,amb w/ deluge
233,24.93666667,20,20,amb w/ deluge
233,20.965,25,20,amb w/ deluge
233,16.99333333,30,20,amb w/ deluge
233,15.78833333,35,20,amb w/ deluge
233,14.58333333,40,20,amb w/ deluge
233,19.355,45,20,amb w/ deluge
233,24.12666667,50,20,amb w/ deluge
233,28.10833333,55,20,amb w/ deluge
233,32.09,60,20,amb w/ deluge
233,32.835,65,20,amb w/ deluge
233,33.58,70,20,amb w/ deluge
233,36.39,75,20,amb w/ deluge
233,39.2,80,20,amb w/ deluge
233,40.545,85,20,amb w/ deluge
233,41.89,90,20,amb w/ deluge
233,39.40333333,95,20,amb w/ deluge
233,36.91666667,100,20,amb w/ deluge
234,17.55666667,10,20,amb w/ deluge
234,20.975,15,20,amb w/ deluge
234,24.39333333,20,20,amb w/ deluge
234,20.665,25,20,amb w/ deluge
234,16.93666667,30,20,amb w/ deluge
234,15.82666667,35,20,amb w/ deluge
234,14.71666667,40,20,amb w/ deluge
234,19.51,45,20,amb w/ deluge
234,24.30333333,50,20,amb w/ deluge
234,28.17666667,55,20,amb w/ deluge
234,32.05,60,20,amb w/ deluge
234,32.845,65,20,amb w/ deluge
234,33.64,70,20,amb w/ deluge
234,36.41,75,20,amb w/ deluge
234,39.18,80,20,amb w/ deluge
234,40.535,85,20,amb w/ deluge
234,41.89,90,20,amb w/ deluge
234,39.38166667,95,20,amb w/ deluge
234,36.87333333,100,20,amb w/ deluge
235,17.23,10,20,amb w/ deluge
235,20.54,15,20,amb w/ deluge
235,23.85,20,20,amb w/ deluge
235,20.365,25,20,amb w/ deluge
235,16.88,30,20,amb w/ deluge
235,15.865,35,20,amb w/ deluge
235,14.85,40,20,amb w/ deluge
235,19.665,45,20,amb w/ deluge
235,24.48,50,20,amb w/ deluge
235,28.245,55,20,amb w/ deluge
235,32.01,60,20,amb w/ deluge
235,32.855,65,20,amb w/ deluge
235,33.7,70,20,amb w/ deluge
235,36.43,75,20,amb w/ deluge
235,39.16,80,20,amb w/ deluge
235,40.525,85,20,amb w/ deluge
235,41.89,90,20,amb w/ deluge
235,39.36,95,20,amb w/ deluge
235,36.83,100,20,amb w/ deluge
236,16.46833333,10,20,amb w/ deluge
236,20.015,15,20,amb w/ deluge
236,23.56166667,20,20,amb w/ deluge
236,20.11416667,25,20,amb w/ deluge
236,16.66666667,30,20,amb w/ deluge
236,15.60416667,35,20,amb w/ deluge
236,14.54166667,40,20,amb w/ deluge
236,19.20333333,45,20,amb w/ deluge
236,23.865,50,20,amb w/ deluge
236,27.59,55,20,amb w/ deluge
236,31.315,60,20,amb w/ deluge
236,32.22833333,65,20,amb w/ deluge
236,33.14166667,70,20,amb w/ deluge
236,35.95666667,75,20,amb w/ deluge
236,38.77166667,80,20,amb w/ deluge
236,40.0975,85,20,amb w/ deluge
236,41.42333333,90,20,amb w/ deluge
236,39.11083333,95,20,amb w/ deluge
236,36.79833333,100,20,amb w/ deluge
237,15.70666667,10,20,amb w/ deluge
237,19.49,15,20,amb w/ deluge
237,23.27333333,20,20,amb w/ deluge
237,19.86333333,25,20,amb w/ deluge
237,16.45333333,30,20,amb w/ deluge
237,15.34333333,35,20,amb w/ deluge
237,14.23333333,40,20,amb w/ deluge
237,18.74166667,45,20,amb w/ deluge
237,23.25,50,20,amb w/ deluge
237,26.935,55,20,amb w/ deluge
237,30.62,60,20,amb w/ deluge
237,31.60166667,65,20,amb w/ deluge
237,32.58333333,70,20,amb w/ deluge
237,35.48333333,75,20,amb w/ deluge
237,38.38333333,80,20,amb w/ deluge
237,39.67,85,20,amb w/ deluge
237,40.95666667,90,20,amb w/ deluge
237,38.86166667,95,20,amb w/ deluge
237,36.76666667,100,20,amb w/ deluge
238,14.945,10,20,amb w/ deluge
238,18.965,15,20,amb w/ deluge
238,22.985,20,20,amb w/ deluge
238,19.6125,25,20,amb w/ deluge
238,16.24,30,20,amb w/ deluge
238,15.0825,35,20,amb w/ deluge
238,13.925,40,20,amb w/ deluge
238,18.28,45,20,amb w/ deluge
238,22.635,50,20,amb w/ deluge
238,26.28,55,20,amb w/ deluge
238,29.925,60,20,amb w/ deluge
238,30.975,65,20,amb w/ deluge
238,32.025,70,20,amb w/ deluge
238,35.01,75,20,amb w/ deluge
238,37.995,80,20,amb w/ deluge
238,39.2425,85,20,amb w/ deluge
238,40.49,90,20,amb w/ deluge
238,38.6125,95,20,amb w/ deluge
238,36.735,100,20,amb w/ deluge
239,14.18333333,10,20,amb w/ deluge
239,18.44,15,20,amb w/ deluge
239,22.69666667,20,20,amb w/ deluge
239,19.36166667,25,20,amb w/ deluge
239,16.02666667,30,20,amb w/ deluge
239,14.82166667,35,20,amb w/ deluge
239,13.61666667,40,20,amb w/ deluge
239,17.81833333,45,20,amb w/ deluge
239,22.02,50,20,amb w/ deluge
239,25.625,55,20,amb w/ deluge
239,29.23,60,20,amb w/ deluge
239,30.34833333,65,20,amb w/ deluge
239,31.46666667,70,20,amb w/ deluge
239,34.53666667,75,20,amb w/ deluge
239,37.60666667,80,20,amb w/ deluge
239,38.815,85,20,amb w/ deluge
239,40.02333333,90,20,amb w/ deluge
239,38.36333333,95,20,amb w/ deluge
239,36.70333333,100,20,amb w/ deluge
240,13.42166667,10,20,amb w/ deluge
240,17.915,15,20,amb w/ deluge
240,22.40833333,20,20,amb w/ deluge
240,19.11083333,25,20,amb w/ deluge
240,15.81333333,30,20,amb w/ deluge
240,14.56083333,35,20,amb w/ deluge
240,13.30833333,40,20,amb w/ deluge
240,17.35666667,45,20,amb w/ deluge
240,21.405,50,20,amb w/ deluge
240,24.97,55,20,amb w/ deluge
240,28.535,60,20,amb w/ deluge
240,29.72166667,65,20,amb w/ deluge
240,30.90833333,70,20,amb w/ deluge
240,34.06333333,75,20,amb w/ deluge
240,37.21833333,80,20,amb w/ deluge
240,38.3875,85,20,amb w/ deluge
240,39.55666667,90,20,amb w/ deluge
240,38.11416667,95,20,amb w/ deluge
240,36.67166667,100,20,amb w/ deluge
241,12.66,10,20,amb w/ deluge
241,17.39,15,20,amb w/ deluge
241,22.12,20,20,amb w/ deluge
241,18.86,25,20,amb w/ deluge
241,15.6,30,20,amb w/ deluge
241,14.3,35,20,amb w/ deluge
241,13,40,20,amb w/ deluge
241,16.895,45,20,amb w/ deluge
241,20.79,50,20,amb w/ deluge
241,24.315,55,20,amb w/ deluge
241,27.84,60,20,amb w/ deluge
241,29.095,65,20,amb w/ deluge
241,30.35,70,20,amb w/ deluge
241,33.59,75,20,amb w/ deluge
241,36.83,80,20,amb w/ deluge
241,37.96,85,20,amb w/ deluge
241,39.09,90,20,amb w/ deluge
241,37.865,95,20,amb w/ deluge
241,36.64,100,20,amb w/ deluge
242,12.67875,10,20,amb w/ deluge
242,17.283125,15,20,amb w/ deluge
242,21.8875,20,20,amb w/ deluge
242,18.649375,25,20,amb w/ deluge
242,15.41125,30,20,amb w/ deluge
242,14.15,35,20,amb w/ deluge
242,12.88875,40,20,amb w/ deluge
242,16.70125,45,20,amb w/ deluge
242,20.51375,50,20,amb w/ deluge
242,23.999375,55,20,amb w/ deluge
242,27.485,60,20,amb w/ deluge
242,28.7925,65,20,amb w/ deluge
242,30.1,70,20,amb w/ deluge
242,33.39375,75,20,amb w/ deluge
242,36.6875,80,20,amb w/ deluge
242,37.75125,85,20,amb w/ deluge
242,38.815,90,20,amb w/ deluge
242,37.675625,95,20,amb w/ deluge
242,36.53625,100,20,amb w/ deluge
243,12.6975,10,20,amb w/ deluge
243,17.17625,15,20,amb w/ deluge
243,21.655,20,20,amb w/ deluge
243,18.43875,25,20,amb w/ deluge
243,15.2225,30,20,amb w/ deluge
243,14,35,20,amb w/ deluge
243,12.7775,40,20,amb w/ deluge
243,16.5075,45,20,amb w/ deluge
243,20.2375,50,20,amb w/ deluge
243,23.68375,55,20,amb w/ deluge
243,27.13,60,20,amb w/ deluge
243,28.49,65,20,amb w/ deluge
243,29.85,70,20,amb w/ deluge
243,33.1975,75,20,amb w/ deluge
243,36.545,80,20,amb w/ deluge
243,37.5425,85,20,amb w/ deluge
243,38.54,90,20,amb w/ deluge
243,37.48625,95,20,amb w/ deluge
243,36.4325,100,20,amb w/ deluge
244,12.71625,10,20,amb w/ deluge
244,17.069375,15,20,amb w/ deluge
244,21.4225,20,20,amb w/ deluge
244,18.228125,25,20,amb w/ deluge
244,15.03375,30,20,amb w/ deluge
244,13.85,35,20,amb w/ deluge
244,12.66625,40,20,amb w/ deluge
244,16.31375,45,20,amb w/ deluge
244,19.96125,50,20,amb w/ deluge
244,23.368125,55,20,amb w/ deluge
244,26.775,60,20,amb w/ deluge
244,28.1875,65,20,amb w/ deluge
244,29.6,70,20,amb w/ deluge
244,33.00125,75,20,amb w/ deluge
244,36.4025,80,20,amb w/ deluge
244,37.33375,85,20,amb w/ deluge
244,38.265,90,20,amb w/ deluge
244,37.296875,95,20,amb w/ deluge
244,36.32875,100,20,amb w/ deluge
245,12.735,10,20,amb w/ deluge
245,16.9625,15,20,amb w/ deluge
245,21.19,20,20,amb w/ deluge
245,18.0175,25,20,amb w/ deluge
245,14.845,30,20,amb w/ deluge
245,13.7,35,20,amb w/ deluge
245,12.555,40,20,amb w/ deluge
245,16.12,45,20,amb w/ deluge
245,19.685,50,20,amb w/ deluge
245,23.0525,55,20,amb w/ deluge
245,26.42,60,20,amb w/ deluge
245,27.885,65,20,amb w/ deluge
245,29.35,70,20,amb w/ deluge
245,32.805,75,20,amb w/ deluge
245,36.26,80,20,amb w/ deluge
245,37.125,85,20,amb w/ deluge
245,37.99,90,20,amb w/ deluge
245,37.1075,95,20,amb w/ deluge
245,36.225,100,20,amb w/ deluge
246,12.75375,10,20,amb w/ deluge
246,16.855625,15,20,amb w/ deluge
246,20.9575,20,20,amb w/ deluge
246,17.806875,25,20,amb w/ deluge
246,14.65625,30,20,amb w/ deluge
246,13.55,35,20,amb w/ deluge
246,12.44375,40,20,amb w/ deluge
246,15.92625,45,20,amb w/ deluge
246,19.40875,50,20,amb w/ deluge
246,22.736875,55,20,amb w/ deluge
246,26.065,60,20,amb w/ deluge
246,27.5825,65,20,amb w/ deluge
246,29.1,70,20,amb w/ deluge
246,32.60875,75,20,amb w/ deluge
246,36.1175,80,20,amb w/ deluge
246,36.91625,85,20,amb w/ deluge
246,37.715,90,20,amb w/ deluge
246,36.918125,95,20,amb w/ deluge
246,36.12125,100,20,amb w/ deluge
247,12.7725,10,20,amb w/ deluge
247,16.74875,15,20,amb w/ deluge
247,20.725,20,20,amb w/ deluge
247,17.59625,25,20,amb w/ deluge
247,14.4675,30,20,amb w/ deluge
247,13.4,35,20,amb w/ deluge
247,12.3325,40,20,amb w/ deluge
247,15.7325,45,20,amb w/ deluge
247,19.1325,50,20,amb w/ deluge
247,22.42125,55,20,amb w/ deluge
247,25.71,60,20,amb w/ deluge
247,27.28,65,20,amb w/ deluge
247,28.85,70,20,amb w/ deluge
247,32.4125,75,20,amb w/ deluge
247,35.975,80,20,amb w/ deluge
247,36.7075,85,20,amb w/ deluge
247,37.44,90,20,amb w/ deluge
247,36.72875,95,20,amb w/ deluge
247,36.0175,100,20,amb w/ deluge
248,12.79125,10,20,amb w/ deluge
248,16.641875,15,20,amb w/ deluge
248,20.4925,20,20,amb w/ deluge
248,17.385625,25,20,amb w/ deluge
248,14.27875,30,20,amb w/ deluge
248,13.25,35,20,amb w/ deluge
248,12.22125,40,20,amb w/ deluge
248,15.53875,45,20,amb w/ deluge
248,18.85625,50,20,amb w/ deluge
248,22.105625,55,20,amb w/ deluge
248,25.355,60,20,amb w/ deluge
248,26.9775,65,20,amb w/ deluge
248,28.6,70,20,amb w/ deluge
248,32.21625,75,20,amb w/ deluge
248,35.8325,80,20,amb w/ deluge
248,36.49875,85,20,amb w/ deluge
248,37.165,90,20,amb w/ deluge
248,36.539375,95,20,amb w/ deluge
248,35.91375,100,20,amb w/ deluge
249,12.81,10,20,amb w/ deluge
249,16.535,15,20,amb w/ deluge
249,20.26,20,20,amb w/ deluge
249,17.175,25,20,amb w/ deluge
249,14.09,30,20,amb w/ deluge
249,13.1,35,20,amb w/ deluge
249,12.11,40,20,amb w/ deluge
249,15.345,45,20,amb w/ deluge
249,18.58,50,20,amb w/ deluge
249,21.79,55,20,amb w/ deluge
249,25,60,20,amb w/ deluge
249,26.675,65,20,amb w/ deluge
249,28.35,70,20,amb w/ deluge
249,32.02,75,20,amb w/ deluge
249,35.69,80,20,amb w/ deluge
249,36.29,85,20,amb w/ deluge
249,36.89,90,20,amb w/ deluge
249,36.35,95,20,amb w/ deluge
249,35.81,100,20,amb w/ deluge
122,30.53,10,44,amb w/ deluge
122,36.345,15,44,amb w/ deluge
122,42.16,20,44,amb w/ deluge
122,42.365,25,44,amb w/ deluge
122,42.57,30,44,amb w/ deluge
122,43.845,35,44,amb w/ deluge
122,45.12,40,44,amb w/ deluge
122,43.435,45,44,amb w/ deluge
122,41.75,50,44,amb w/ deluge
122,42.16,55,44,amb w/ deluge
122,42.57,60,44,amb w/ deluge
122,39.57,65,44,amb w/ deluge
122,36.57,70,44,amb w/ deluge
122,31.735,75,44,amb w/ deluge
122,26.9,80,44,amb w/ deluge
122,28.05,85,44,amb w/ deluge
122,29.2,90,44,amb w/ deluge
122,30.1,95,44,amb w/ deluge
122,31,100,44,amb w/ deluge
123,30.588,10,44,amb w/ deluge
123,36.367,15,44,amb w/ deluge
123,42.146,20,44,amb w/ deluge
123,42.344,25,44,amb w/ deluge
123,42.542,30,44,amb w/ deluge
123,43.824,35,44,amb w/ deluge
123,45.106,40,44,amb w/ deluge
123,43.428,45,44,amb w/ deluge
123,41.75,50,44,amb w/ deluge
123,42.167,55,44,amb w/ deluge
123,42.584,60,44,amb w/ deluge
123,39.706,65,44,amb w/ deluge
123,36.828,70,44,amb w/ deluge
123,31.919,75,44,amb w/ deluge
123,27.01,80,44,amb w/ deluge
123,28.174,85,44,amb w/ deluge
123,29.338,90,44,amb w/ deluge
123,30.228,95,44,amb w/ deluge
123,31.118,100,44,amb w/ deluge
124,30.646,10,44,amb w/ deluge
124,36.389,15,44,amb w/ deluge
124,42.132,20,44,amb w/ deluge
124,42.323,25,44,amb w/ deluge
124,42.514,30,44,amb w/ deluge
124,43.803,35,44,amb w/ deluge
124,45.092,40,44,amb w/ deluge
124,43.421,45,44,amb w/ deluge
124,41.75,50,44,amb w/ deluge
124,42.174,55,44,amb w/ deluge
124,42.598,60,44,amb w/ deluge
124,39.842,65,44,amb w/ deluge
124,37.086,70,44,amb w/ deluge
124,32.103,75,44,amb w/ deluge
124,27.12,80,44,amb w/ deluge
124,28.298,85,44,amb w/ deluge
124,29.476,90,44,amb w/ deluge
124,30.356,95,44,amb w/ deluge
124,31.236,100,44,amb w/ deluge
125,30.704,10,44,amb w/ deluge
125,36.411,15,44,amb w/ deluge
125,42.118,20,44,amb w/ deluge
125,42.302,25,44,amb w/ deluge
125,42.486,30,44,amb w/ deluge
125,43.782,35,44,amb w/ deluge
125,45.078,40,44,amb w/ deluge
125,43.414,45,44,amb w/ deluge
125,41.75,50,44,amb w/ deluge
125,42.181,55,44,amb w/ deluge
125,42.612,60,44,amb w/ deluge
125,39.978,65,44,amb w/ deluge
125,37.344,70,44,amb w/ deluge
125,32.287,75,44,amb w/ deluge
125,27.23,80,44,amb w/ deluge
125,28.422,85,44,amb w/ deluge
125,29.614,90,44,amb w/ deluge
125,30.484,95,44,amb w/ deluge
125,31.354,100,44,amb w/ deluge
126,30.762,10,44,amb w/ deluge
126,36.433,15,44,amb w/ deluge
