doy,VWC,depth,Plot,Trt
238,24.64,80,38,dry w/ deluge
238,27.3675,85,38,dry w/ deluge
238,30.095,90,38,dry w/ deluge
238,28.58,95,38,dry w/ deluge
238,27.065,100,38,dry w/ deluge
239,11.50333333,10,38,dry w/ deluge
239,11.74833333,15,38,dry w/ deluge
239,11.99333333,20,38,dry w/ deluge
239,13.155,25,38,dry w/ deluge
239,14.31666667,30,38,dry w/ deluge
239,20.22666667,35,38,dry w/ deluge
239,26.13666667,40,38,dry w/ deluge
239,25.535,45,38,dry w/ deluge
239,24.93333333,50,38,dry w/ deluge
239,22.70333333,55,38,dry w/ deluge
239,20.47333333,60,38,dry w/ deluge
239,21.05833333,65,38,dry w/ deluge
239,21.64333333,70,38,dry w/ deluge
239,23.03666667,75,38,dry w/ deluge
239,24.43,80,38,dry w/ deluge
239,27.13166667,85,38,dry w/ deluge
239,29.83333333,90,38,dry w/ deluge
239,28.36666667,95,38,dry w/ deluge
239,26.9,100,38,dry w/ deluge
240,11.08166667,10,38,dry w/ deluge
240,11.47666667,15,38,dry w/ deluge
240,11.87166667,20,38,dry w/ deluge
240,13.0675,25,38,dry w/ deluge
240,14.26333333,30,38,dry w/ deluge
240,20.14583333,35,38,dry w/ deluge
240,26.02833333,40,38,dry w/ deluge
240,25.4325,45,38,dry w/ deluge
240,24.83666667,50,38,dry w/ deluge
240,22.56666667,55,38,dry w/ deluge
240,20.29666667,60,38,dry w/ deluge
240,20.89166667,65,38,dry w/ deluge
240,21.48666667,70,38,dry w/ deluge
240,22.85333333,75,38,dry w/ deluge
240,24.22,80,38,dry w/ deluge
240,26.89583333,85,38,dry w/ deluge
240,29.57166667,90,38,dry w/ deluge
240,28.15333333,95,38,dry w/ deluge
240,26.735,100,38,dry w/ deluge
241,10.66,10,38,dry w/ deluge
241,11.205,15,38,dry w/ deluge
241,11.75,20,38,dry w/ deluge
241,12.98,25,38,dry w/ deluge
241,14.21,30,38,dry w/ deluge
241,20.065,35,38,dry w/ deluge
241,25.92,40,38,dry w/ deluge
241,25.33,45,38,dry w/ deluge
241,24.74,50,38,dry w/ deluge
241,22.43,55,38,dry w/ deluge
241,20.12,60,38,dry w/ deluge
241,20.725,65,38,dry w/ deluge
241,21.33,70,38,dry w/ deluge
241,22.67,75,38,dry w/ deluge
241,24.01,80,38,dry w/ deluge
241,26.66,85,38,dry w/ deluge
241,29.31,90,38,dry w/ deluge
241,27.94,95,38,dry w/ deluge
241,26.57,100,38,dry w/ deluge
242,10.5475,10,38,dry w/ deluge
242,11.086875,15,38,dry w/ deluge
242,11.62625,20,38,dry w/ deluge
242,12.895625,25,38,dry w/ deluge
242,14.165,30,38,dry w/ deluge
242,19.985,35,38,dry w/ deluge
242,25.805,40,38,dry w/ deluge
242,25.259375,45,38,dry w/ deluge
242,24.71375,50,38,dry w/ deluge
242,22.419375,55,38,dry w/ deluge
242,20.125,60,38,dry w/ deluge
242,20.73,65,38,dry w/ deluge
242,21.335,70,38,dry w/ deluge
242,22.649375,75,38,dry w/ deluge
242,23.96375,80,38,dry w/ deluge
242,26.538125,85,38,dry w/ deluge
242,29.1125,90,38,dry w/ deluge
242,27.79375,95,38,dry w/ deluge
242,26.475,100,38,dry w/ deluge
243,10.435,10,38,dry w/ deluge
243,10.96875,15,38,dry w/ deluge
243,11.5025,20,38,dry w/ deluge
243,12.81125,25,38,dry w/ deluge
243,14.12,30,38,dry w/ deluge
243,19.905,35,38,dry w/ deluge
243,25.69,40,38,dry w/ deluge
243,25.18875,45,38,dry w/ deluge
243,24.6875,50,38,dry w/ deluge
243,22.40875,55,38,dry w/ deluge
243,20.13,60,38,dry w/ deluge
243,20.735,65,38,dry w/ deluge
243,21.34,70,38,dry w/ deluge
243,22.62875,75,38,dry w/ deluge
243,23.9175,80,38,dry w/ deluge
243,26.41625,85,38,dry w/ deluge
243,28.915,90,38,dry w/ deluge
243,27.6475,95,38,dry w/ deluge
243,26.38,100,38,dry w/ deluge
244,10.3225,10,38,dry w/ deluge
244,10.850625,15,38,dry w/ deluge
244,11.37875,20,38,dry w/ deluge
244,12.726875,25,38,dry w/ deluge
244,14.075,30,38,dry w/ deluge
244,19.825,35,38,dry w/ deluge
244,25.575,40,38,dry w/ deluge
244,25.118125,45,38,dry w/ deluge
244,24.66125,50,38,dry w/ deluge
244,22.398125,55,38,dry w/ deluge
244,20.135,60,38,dry w/ deluge
244,20.74,65,38,dry w/ deluge
244,21.345,70,38,dry w/ deluge
244,22.608125,75,38,dry w/ deluge
244,23.87125,80,38,dry w/ deluge
244,26.294375,85,38,dry w/ deluge
244,28.7175,90,38,dry w/ deluge
244,27.50125,95,38,dry w/ deluge
244,26.285,100,38,dry w/ deluge
245,10.21,10,38,dry w/ deluge
245,10.7325,15,38,dry w/ deluge
245,11.255,20,38,dry w/ deluge
245,12.6425,25,38,dry w/ deluge
245,14.03,30,38,dry w/ deluge
245,19.745,35,38,dry w/ deluge
245,25.46,40,38,dry w/ deluge
245,25.0475,45,38,dry w/ deluge
245,24.635,50,38,dry w/ deluge
245,22.3875,55,38,dry w/ deluge
245,20.14,60,38,dry w/ deluge
245,20.745,65,38,dry w/ deluge
245,21.35,70,38,dry w/ deluge
245,22.5875,75,38,dry w/ deluge
245,23.825,80,38,dry w/ deluge
245,26.1725,85,38,dry w/ deluge
245,28.52,90,38,dry w/ deluge
245,27.355,95,38,dry w/ deluge
245,26.19,100,38,dry w/ deluge
246,10.0975,10,38,dry w/ deluge
246,10.614375,15,38,dry w/ deluge
246,11.13125,20,38,dry w/ deluge
246,12.558125,25,38,dry w/ deluge
246,13.985,30,38,dry w/ deluge
246,19.665,35,38,dry w/ deluge
246,25.345,40,38,dry w/ deluge
246,24.976875,45,38,dry w/ deluge
246,24.60875,50,38,dry w/ deluge
246,22.376875,55,38,dry w/ deluge
246,20.145,60,38,dry w/ deluge
246,20.75,65,38,dry w/ deluge
246,21.355,70,38,dry w/ deluge
246,22.566875,75,38,dry w/ deluge
246,23.77875,80,38,dry w/ deluge
246,26.050625,85,38,dry w/ deluge
246,28.3225,90,38,dry w/ deluge
246,27.20875,95,38,dry w/ deluge
246,26.095,100,38,dry w/ deluge
247,9.985,10,38,dry w/ deluge
247,10.49625,15,38,dry w/ deluge
247,11.0075,20,38,dry w/ deluge
247,12.47375,25,38,dry w/ deluge
247,13.94,30,38,dry w/ deluge
247,19.585,35,38,dry w/ deluge
247,25.23,40,38,dry w/ deluge
247,24.90625,45,38,dry w/ deluge
247,24.5825,50,38,dry w/ deluge
247,22.36625,55,38,dry w/ deluge
247,20.15,60,38,dry w/ deluge
247,20.755,65,38,dry w/ deluge
247,21.36,70,38,dry w/ deluge
247,22.54625,75,38,dry w/ deluge
247,23.7325,80,38,dry w/ deluge
247,25.92875,85,38,dry w/ deluge
247,28.125,90,38,dry w/ deluge
247,27.0625,95,38,dry w/ deluge
247,26,100,38,dry w/ deluge
248,9.8725,10,38,dry w/ deluge
248,10.378125,15,38,dry w/ deluge
248,10.88375,20,38,dry w/ deluge
248,12.389375,25,38,dry w/ deluge
248,13.895,30,38,dry w/ deluge
248,19.505,35,38,dry w/ deluge
248,25.115,40,38,dry w/ deluge
248,24.835625,45,38,dry w/ deluge
248,24.55625,50,38,dry w/ deluge
248,22.355625,55,38,dry w/ deluge
248,20.155,60,38,dry w/ deluge
248,20.76,65,38,dry w/ deluge
248,21.365,70,38,dry w/ deluge
248,22.525625,75,38,dry w/ deluge
248,23.68625,80,38,dry w/ deluge
248,25.806875,85,38,dry w/ deluge
248,27.9275,90,38,dry w/ deluge
248,26.91625,95,38,dry w/ deluge
248,25.905,100,38,dry w/ deluge
249,9.76,10,38,dry w/ deluge
249,10.26,15,38,dry w/ deluge
249,10.76,20,38,dry w/ deluge
249,12.305,25,38,dry w/ deluge
249,13.85,30,38,dry w/ deluge
249,19.425,35,38,dry w/ deluge
249,25,40,38,dry w/ deluge
249,24.765,45,38,dry w/ deluge
249,24.53,50,38,dry w/ deluge
249,22.345,55,38,dry w/ deluge
249,20.16,60,38,dry w/ deluge
249,20.765,65,38,dry w/ deluge
249,21.37,70,38,dry w/ deluge
249,22.505,75,38,dry w/ deluge
249,23.64,80,38,dry w/ deluge
249,25.685,85,38,dry w/ deluge
249,27.73,90,38,dry w/ deluge
249,26.77,95,38,dry w/ deluge
249,25.81,100,38,dry w/ deluge
122,37.79,10,13,amb w/ deluge
122,40.865,15,13,amb w/ deluge
122,43.94,20,13,amb w/ deluge
122,44.39,25,13,amb w/ deluge
122,44.84,30,13,amb w/ deluge
122,43.365,35,13,amb w/ deluge
122,41.89,40,13,amb w/ deluge
122,43.02,45,13,amb w/ deluge
122,44.15,50,13,amb w/ deluge
122,44.425,55,13,amb w/ deluge
122,44.7,60,13,amb w/ deluge
122,43.125,65,13,amb w/ deluge
122,41.55,70,13,amb w/ deluge
122,40.255,75,13,amb w/ deluge
122,38.96,80,13,amb w/ deluge
122,37.42,85,13,amb w/ deluge
122,35.88,90,13,amb w/ deluge
122,36.77,95,13,amb w/ deluge
122,37.66,100,13,amb w/ deluge
123,37.88,10,13,amb w/ deluge
123,40.917,15,13,amb w/ deluge
123,43.954,20,13,amb w/ deluge
123,44.397,25,13,amb w/ deluge
123,44.84,30,13,amb w/ deluge
123,43.412,35,13,amb w/ deluge
123,41.984,40,13,amb w/ deluge
123,43.101,45,13,amb w/ deluge
123,44.218,50,13,amb w/ deluge
123,44.418,55,13,amb w/ deluge
123,44.618,60,13,amb w/ deluge
123,43.077,65,13,amb w/ deluge
123,41.536,70,13,amb w/ deluge
123,40.288,75,13,amb w/ deluge
123,39.04,80,13,amb w/ deluge
123,37.453,85,13,amb w/ deluge
123,35.866,90,13,amb w/ deluge
123,36.854,95,13,amb w/ deluge
123,37.842,100,13,amb w/ deluge
124,37.97,10,13,amb w/ deluge
124,40.969,15,13,amb w/ deluge
124,43.968,20,13,amb w/ deluge
124,44.404,25,13,amb w/ deluge
124,44.84,30,13,amb w/ deluge
124,43.459,35,13,amb w/ deluge
124,42.078,40,13,amb w/ deluge
124,43.182,45,13,amb w/ deluge
124,44.286,50,13,amb w/ deluge
124,44.411,55,13,amb w/ deluge
124,44.536,60,13,amb w/ deluge
124,43.029,65,13,amb w/ deluge
124,41.522,70,13,amb w/ deluge
124,40.321,75,13,amb w/ deluge
124,39.12,80,13,amb w/ deluge
124,37.486,85,13,amb w/ deluge
124,35.852,90,13,amb w/ deluge
124,36.938,95,13,amb w/ deluge
124,38.024,100,13,amb w/ deluge
125,38.06,10,13,amb w/ deluge
125,41.021,15,13,amb w/ deluge
125,43.982,20,13,amb w/ deluge
125,44.411,25,13,amb w/ deluge
125,44.84,30,13,amb w/ deluge
125,43.506,35,13,amb w/ deluge
125,42.172,40,13,amb w/ deluge
125,43.263,45,13,amb w/ deluge
125,44.354,50,13,amb w/ deluge
125,44.404,55,13,amb w/ deluge
125,44.454,60,13,amb w/ deluge
125,42.981,65,13,amb w/ deluge
125,41.508,70,13,amb w/ deluge
125,40.354,75,13,amb w/ deluge
125,39.2,80,13,amb w/ deluge
125,37.519,85,13,amb w/ deluge
125,35.838,90,13,amb w/ deluge
125,37.022,95,13,amb w/ deluge
125,38.206,100,13,amb w/ deluge
126,38.15,10,13,amb w/ deluge
126,41.073,15,13,amb w/ deluge
126,43.996,20,13,amb w/ deluge
126,44.418,25,13,amb w/ deluge
126,44.84,30,13,amb w/ deluge
126,43.553,35,13,amb w/ deluge
126,42.266,40,13,amb w/ deluge
126,43.344,45,13,amb w/ deluge
126,44.422,50,13,amb w/ deluge
126,44.397,55,13,amb w/ deluge
126,44.372,60,13,amb w/ deluge
126,42.933,65,13,amb w/ deluge
126,41.494,70,13,amb w/ deluge
126,40.387,75,13,amb w/ deluge
126,39.28,80,13,amb w/ deluge
126,37.552,85,13,amb w/ deluge
126,35.824,90,13,amb w/ deluge
126,37.106,95,13,amb w/ deluge
126,38.388,100,13,amb w/ deluge
127,38.24,10,13,amb w/ deluge
127,41.125,15,13,amb w/ deluge
127,44.01,20,13,amb w/ deluge
127,44.425,25,13,amb w/ deluge
127,44.84,30,13,amb w/ deluge
127,43.6,35,13,amb w/ deluge
127,42.36,40,13,amb w/ deluge
127,43.425,45,13,amb w/ deluge
127,44.49,50,13,amb w/ deluge
127,44.39,55,13,amb w/ deluge
127,44.29,60,13,amb w/ deluge
127,42.885,65,13,amb w/ deluge
127,41.48,70,13,amb w/ deluge
127,40.42,75,13,amb w/ deluge
127,39.36,80,13,amb w/ deluge
127,37.585,85,13,amb w/ deluge
127,35.81,90,13,amb w/ deluge
127,37.19,95,13,amb w/ deluge
127,38.57,100,13,amb w/ deluge
128,38.69625,10,13,amb w/ deluge
128,41.195,15,13,amb w/ deluge
128,43.69375,20,13,amb w/ deluge
128,44.20625,25,13,amb w/ deluge
128,44.71875,30,13,amb w/ deluge
128,43.638125,35,13,amb w/ deluge
128,42.5575,40,13,amb w/ deluge
128,43.489375,45,13,amb w/ deluge
128,44.42125,50,13,amb w/ deluge
128,44.290625,55,13,amb w/ deluge
128,44.16,60,13,amb w/ deluge
128,42.935,65,13,amb w/ deluge
128,41.71,70,13,amb w/ deluge
128,40.714375,75,13,amb w/ deluge
128,39.71875,80,13,amb w/ deluge
128,38.2725,85,13,amb w/ deluge
128,36.82625,90,13,amb w/ deluge
128,37.39375,95,13,amb w/ deluge
128,37.96125,100,13,amb w/ deluge
129,39.1525,10,13,amb w/ deluge
129,41.265,15,13,amb w/ deluge
129,43.3775,20,13,amb w/ deluge
129,43.9875,25,13,amb w/ deluge
129,44.5975,30,13,amb w/ deluge
129,43.67625,35,13,amb w/ deluge
129,42.755,40,13,amb w/ deluge
129,43.55375,45,13,amb w/ deluge
129,44.3525,50,13,amb w/ deluge
129,44.19125,55,13,amb w/ deluge
129,44.03,60,13,amb w/ deluge
129,42.985,65,13,amb w/ deluge
129,41.94,70,13,amb w/ deluge
129,41.00875,75,13,amb w/ deluge
129,40.0775,80,13,amb w/ deluge
129,38.96,85,13,amb w/ deluge
129,37.8425,90,13,amb w/ deluge
129,37.5975,95,13,amb w/ deluge
129,37.3525,100,13,amb w/ deluge
130,39.60875,10,13,amb w/ deluge
130,41.335,15,13,amb w/ deluge
130,43.06125,20,13,amb w/ deluge
130,43.76875,25,13,amb w/ deluge
130,44.47625,30,13,amb w/ deluge
130,43.714375,35,13,amb w/ deluge
130,42.9525,40,13,amb w/ deluge
130,43.618125,45,13,amb w/ deluge
130,44.28375,50,13,amb w/ deluge
130,44.091875,55,13,amb w/ deluge
130,43.9,60,13,amb w/ deluge
130,43.035,65,13,amb w/ deluge
130,42.17,70,13,amb w/ deluge
130,41.303125,75,13,amb w/ deluge
130,40.43625,80,13,amb w/ deluge
130,39.6475,85,13,amb w/ deluge
130,38.85875,90,13,amb w/ deluge
130,37.80125,95,13,amb w/ deluge
130,36.74375,100,13,amb w/ deluge
131,40.065,10,13,amb w/ deluge
131,41.405,15,13,amb w/ deluge
131,42.745,20,13,amb w/ deluge
131,43.55,25,13,amb w/ deluge
131,44.355,30,13,amb w/ deluge
131,43.7525,35,13,amb w/ deluge
131,43.15,40,13,amb w/ deluge
131,43.6825,45,13,amb w/ deluge
131,44.215,50,13,amb w/ deluge
131,43.9925,55,13,amb w/ deluge
131,43.77,60,13,amb w/ deluge
131,43.085,65,13,amb w/ deluge
131,42.4,70,13,amb w/ deluge
131,41.5975,75,13,amb w/ deluge
131,40.795,80,13,amb w/ deluge
131,40.335,85,13,amb w/ deluge
131,39.875,90,13,amb w/ deluge
131,38.005,95,13,amb w/ deluge
131,36.135,100,13,amb w/ deluge
132,40.52125,10,13,amb w/ deluge
132,41.475,15,13,amb w/ deluge
132,42.42875,20,13,amb w/ deluge
132,43.33125,25,13,amb w/ deluge
132,44.23375,30,13,amb w/ deluge
132,43.790625,35,13,amb w/ deluge
132,43.3475,40,13,amb w/ deluge
132,43.746875,45,13,amb w/ deluge
132,44.14625,50,13,amb w/ deluge
132,43.893125,55,13,amb w/ deluge
132,43.64,60,13,amb w/ deluge
132,43.135,65,13,amb w/ deluge
132,42.63,70,13,amb w/ deluge
132,41.891875,75,13,amb w/ deluge
132,41.15375,80,13,amb w/ deluge
132,41.0225,85,13,amb w/ deluge
132,40.89125,90,13,amb w/ deluge
132,38.20875,95,13,amb w/ deluge
132,35.52625,100,13,amb w/ deluge
133,40.9775,10,13,amb w/ deluge
133,41.545,15,13,amb w/ deluge
133,42.1125,20,13,amb w/ deluge
133,43.1125,25,13,amb w/ deluge
133,44.1125,30,13,amb w/ deluge
133,43.82875,35,13,amb w/ deluge
133,43.545,40,13,amb w/ deluge
133,43.81125,45,13,amb w/ deluge
133,44.0775,50,13,amb w/ deluge
133,43.79375,55,13,amb w/ deluge
133,43.51,60,13,amb w/ deluge
133,43.185,65,13,amb w/ deluge
133,42.86,70,13,amb w/ deluge
133,42.18625,75,13,amb w/ deluge
133,41.5125,80,13,amb w/ deluge
133,41.71,85,13,amb w/ deluge
133,41.9075,90,13,amb w/ deluge
133,38.4125,95,13,amb w/ deluge
133,34.9175,100,13,amb w/ deluge
134,41.43375,10,13,amb w/ deluge
134,41.615,15,13,amb w/ deluge
134,41.79625,20,13,amb w/ deluge
134,42.89375,25,13,amb w/ deluge
134,43.99125,30,13,amb w/ deluge
134,43.866875,35,13,amb w/ deluge
134,43.7425,40,13,amb w/ deluge
134,43.875625,45,13,amb w/ deluge
134,44.00875,50,13,amb w/ deluge
134,43.694375,55,13,amb w/ deluge
134,43.38,60,13,amb w/ deluge
134,43.235,65,13,amb w/ deluge
134,43.09,70,13,amb w/ deluge
134,42.480625,75,13,amb w/ deluge
134,41.87125,80,13,amb w/ deluge
134,42.3975,85,13,amb w/ deluge
134,42.92375,90,13,amb w/ deluge
134,38.61625,95,13,amb w/ deluge
134,34.30875,100,13,amb w/ deluge
135,41.89,10,13,amb w/ deluge
135,41.685,15,13,amb w/ deluge
135,41.48,20,13,amb w/ deluge
135,42.675,25,13,amb w/ deluge
135,43.87,30,13,amb w/ deluge
135,43.905,35,13,amb w/ deluge
135,43.94,40,13,amb w/ deluge
135,43.94,45,13,amb w/ deluge
135,43.94,50,13,amb w/ deluge
135,43.595,55,13,amb w/ deluge
135,43.25,60,13,amb w/ deluge
135,43.285,65,13,amb w/ deluge
135,43.32,70,13,amb w/ deluge
135,42.775,75,13,amb w/ deluge
135,42.23,80,13,amb w/ deluge
135,43.085,85,13,amb w/ deluge
135,43.94,90,13,amb w/ deluge
135,38.82,95,13,amb w/ deluge
135,33.7,100,13,amb w/ deluge
136,41.304,10,13,amb w/ deluge
136,41.735,15,13,amb w/ deluge
136,42.166,20,13,amb w/ deluge
136,43.157,25,13,amb w/ deluge
136,44.148,30,13,amb w/ deluge
136,43.893,35,13,amb w/ deluge
136,43.638,40,13,amb w/ deluge
136,43.893,45,13,amb w/ deluge
136,44.148,50,13,amb w/ deluge
136,43.837,55,13,amb w/ deluge
136,43.526,60,13,amb w/ deluge
136,43.287,65,13,amb w/ deluge
136,43.048,70,13,amb w/ deluge
136,42.424,75,13,amb w/ deluge
136,41.8,80,13,amb w/ deluge
136,42.159,85,13,amb w/ deluge
136,42.518,90,13,amb w/ deluge
136,38.642,95,13,amb w/ deluge
136,34.766,100,13,amb w/ deluge
137,40.718,10,13,amb w/ deluge
137,41.785,15,13,amb w/ deluge
137,42.852,20,13,amb w/ deluge
137,43.639,25,13,amb w/ deluge
137,44.426,30,13,amb w/ deluge
137,43.881,35,13,amb w/ deluge
137,43.336,40,13,amb w/ deluge
137,43.846,45,13,amb w/ deluge
137,44.356,50,13,amb w/ deluge
137,44.079,55,13,amb w/ deluge
137,43.802,60,13,amb w/ deluge
137,43.289,65,13,amb w/ deluge
137,42.776,70,13,amb w/ deluge
137,42.073,75,13,amb w/ deluge
137,41.37,80,13,amb w/ deluge
137,41.233,85,13,amb w/ deluge
137,41.096,90,13,amb w/ deluge
137,38.464,95,13,amb w/ deluge
137,35.832,100,13,amb w/ deluge
138,40.132,10,13,amb w/ deluge
138,41.835,15,13,amb w/ deluge
138,43.538,20,13,amb w/ deluge
138,44.121,25,13,amb w/ deluge
138,44.704,30,13,amb w/ deluge
138,43.869,35,13,amb w/ deluge
138,43.034,40,13,amb w/ deluge
138,43.799,45,13,amb w/ deluge
138,44.564,50,13,amb w/ deluge
138,44.321,55,13,amb w/ deluge
138,44.078,60,13,amb w/ deluge
138,43.291,65,13,amb w/ deluge
138,42.504,70,13,amb w/ deluge
138,41.722,75,13,amb w/ deluge
138,40.94,80,13,amb w/ deluge
138,40.307,85,13,amb w/ deluge
138,39.674,90,13,amb w/ deluge
138,38.286,95,13,amb w/ deluge
138,36.898,100,13,amb w/ deluge
139,39.546,10,13,amb w/ deluge
139,41.885,15,13,amb w/ deluge
139,44.224,20,13,amb w/ deluge
139,44.603,25,13,amb w/ deluge
139,44.982,30,13,amb w/ deluge
139,43.857,35,13,amb w/ deluge
139,42.732,40,13,amb w/ deluge
139,43.752,45,13,amb w/ deluge
139,44.772,50,13,amb w/ deluge
139,44.563,55,13,amb w/ deluge
139,44.354,60,13,amb w/ deluge
139,43.293,65,13,amb w/ deluge
139,42.232,70,13,amb w/ deluge
139,41.371,75,13,amb w/ deluge
139,40.51,80,13,amb w/ deluge
139,39.381,85,13,amb w/ deluge
139,38.252,90,13,amb w/ deluge
139,38.108,95,13,amb w/ deluge
139,37.964,100,13,amb w/ deluge
140,38.96,10,13,amb w/ deluge
140,41.935,15,13,amb w/ deluge
140,44.91,20,13,amb w/ deluge
140,45.085,25,13,amb w/ deluge
140,45.26,30,13,amb w/ deluge
140,43.845,35,13,amb w/ deluge
140,42.43,40,13,amb w/ deluge
140,43.705,45,13,amb w/ deluge
140,44.98,50,13,amb w/ deluge
140,44.805,55,13,amb w/ deluge
140,44.63,60,13,amb w/ deluge
140,43.295,65,13,amb w/ deluge
140,41.96,70,13,amb w/ deluge
140,41.02,75,13,amb w/ deluge
140,40.08,80,13,amb w/ deluge
140,38.455,85,13,amb w/ deluge
140,36.83,90,13,amb w/ deluge
140,37.93,95,13,amb w/ deluge
140,39.03,100,13,amb w/ deluge
141,38.2875,10,13,amb w/ deluge
141,41.55125,15,13,amb w/ deluge
141,44.815,20,13,amb w/ deluge
141,45.04625,25,13,amb w/ deluge
141,45.2775,30,13,amb w/ deluge
141,43.900625,35,13,amb w/ deluge
141,42.52375,40,13,amb w/ deluge
141,43.7825,45,13,amb w/ deluge
141,45.04125,50,13,amb w/ deluge
141,44.870625,55,13,amb w/ deluge
141,44.7,60,13,amb w/ deluge
141,43.355,65,13,amb w/ deluge
141,42.01,70,13,amb w/ deluge
141,41.061875,75,13,amb w/ deluge
141,40.11375,80,13,amb w/ deluge
141,38.495625,85,13,amb w/ deluge
141,36.8775,90,13,amb w/ deluge
141,37.9575,95,13,amb w/ deluge
141,39.0375,100,13,amb w/ deluge
142,37.615,10,13,amb w/ deluge
142,41.1675,15,13,amb w/ deluge
142,44.72,20,13,amb w/ deluge
142,45.0075,25,13,amb w/ deluge
142,45.295,30,13,amb w/ deluge
142,43.95625,35,13,amb w/ deluge
142,42.6175,40,13,amb w/ deluge
142,43.86,45,13,amb w/ deluge
142,45.1025,50,13,amb w/ deluge
142,44.93625,55,13,amb w/ deluge
142,44.77,60,13,amb w/ deluge
142,43.415,65,13,amb w/ deluge
142,42.06,70,13,amb w/ deluge
142,41.10375,75,13,amb w/ deluge
142,40.1475,80,13,amb w/ deluge
142,38.53625,85,13,amb w/ deluge
142,36.925,90,13,amb w/ deluge
142,37.985,95,13,amb w/ deluge
142,39.045,100,13,amb w/ deluge
143,36.9425,10,13,amb w/ deluge
143,40.78375,15,13,amb w/ deluge
143,44.625,20,13,amb w/ deluge
143,44.96875,25,13,amb w/ deluge
143,45.3125,30,13,amb w/ deluge
143,44.011875,35,13,amb w/ deluge
143,42.71125,40,13,amb w/ deluge
143,43.9375,45,13,amb w/ deluge
143,45.16375,50,13,amb w/ deluge
143,45.001875,55,13,amb w/ deluge
143,44.84,60,13,amb w/ deluge
143,43.475,65,13,amb w/ deluge
143,42.11,70,13,amb w/ deluge
143,41.145625,75,13,amb w/ deluge
143,40.18125,80,13,amb w/ deluge
143,38.576875,85,13,amb w/ deluge
143,36.9725,90,13,amb w/ deluge
143,38.0125,95,13,amb w/ deluge
143,39.0525,100,13,amb w/ deluge
144,36.27,10,13,amb w/ deluge
144,40.4,15,13,amb w/ deluge
144,44.53,20,13,amb w/ deluge
144,44.93,25,13,amb w/ deluge
144,45.33,30,13,amb w/ deluge
144,44.0675,35,13,amb w/ deluge
144,42.805,40,13,amb w/ deluge
144,44.015,45,13,amb w/ deluge
144,45.225,50,13,amb w/ deluge
144,45.0675,55,13,amb w/ deluge
144,44.91,60,13,amb w/ deluge
144,43.535,65,13,amb w/ deluge
144,42.16,70,13,amb w/ deluge
144,41.1875,75,13,amb w/ deluge
144,40.215,80,13,amb w/ deluge
144,38.6175,85,13,amb w/ deluge
144,37.02,90,13,amb w/ deluge
144,38.04,95,13,amb w/ deluge
144,39.06,100,13,amb w/ deluge
145,35.5975,10,13,amb w/ deluge
145,40.01625,15,13,amb w/ deluge
145,44.435,20,13,amb w/ deluge
145,44.89125,25,13,amb w/ deluge
145,45.3475,30,13,amb w/ deluge
145,44.123125,35,13,amb w/ deluge
145,42.89875,40,13,amb w/ deluge
145,44.0925,45,13,amb w/ deluge
145,45.28625,50,13,amb w/ deluge
145,45.133125,55,13,amb w/ deluge
145,44.98,60,13,amb w/ deluge
145,43.595,65,13,amb w/ deluge
145,42.21,70,13,amb w/ deluge
145,41.229375,75,13,amb w/ deluge
145,40.24875,80,13,amb w/ deluge
145,38.658125,85,13,amb w/ deluge
145,37.0675,90,13,amb w/ deluge
145,38.0675,95,13,amb w/ deluge
145,39.0675,100,13,amb w/ deluge
146,34.925,10,13,amb w/ deluge
146,39.6325,15,13,amb w/ deluge
146,44.34,20,13,amb w/ deluge
146,44.8525,25,13,amb w/ deluge
146,45.365,30,13,amb w/ deluge
146,44.17875,35,13,amb w/ deluge
146,42.9925,40,13,amb w/ deluge
146,44.17,45,13,amb w/ deluge
146,45.3475,50,13,amb w/ deluge
146,45.19875,55,13,amb w/ deluge
146,45.05,60,13,amb w/ deluge
146,43.655,65,13,amb w/ deluge
146,42.26,70,13,amb w/ deluge
146,41.27125,75,13,amb w/ deluge
146,40.2825,80,13,amb w/ deluge
146,38.69875,85,13,amb w/ deluge
146,37.115,90,13,amb w/ deluge
146,38.095,95,13,amb w/ deluge
146,39.075,100,13,amb w/ deluge
147,34.2525,10,13,amb w/ deluge
147,39.24875,15,13,amb w/ deluge
147,44.245,20,13,amb w/ deluge
147,44.81375,25,13,amb w/ deluge
147,45.3825,30,13,amb w/ deluge
147,44.234375,35,13,amb w/ deluge
147,43.08625,40,13,amb w/ deluge
147,44.2475,45,13,amb w/ deluge
147,45.40875,50,13,amb w/ deluge
147,45.264375,55,13,amb w/ deluge
147,45.12,60,13,amb w/ deluge
147,43.715,65,13,amb w/ deluge
147,42.31,70,13,amb w/ deluge
147,41.313125,75,13,amb w/ deluge
147,40.31625,80,13,amb w/ deluge
147,38.739375,85,13,amb w/ deluge
147,37.1625,90,13,amb w/ deluge
147,38.1225,95,13,amb w/ deluge
147,39.0825,100,13,amb w/ deluge
148,33.58,10,13,amb w/ deluge
148,38.865,15,13,amb w/ deluge
148,44.15,20,13,amb w/ deluge
148,44.775,25,13,amb w/ deluge
148,45.4,30,13,amb w/ deluge
148,44.29,35,13,amb w/ deluge
148,43.18,40,13,amb w/ deluge
148,44.325,45,13,amb w/ deluge
148,45.47,50,13,amb w/ deluge
148,45.33,55,13,amb w/ deluge
148,45.19,60,13,amb w/ deluge
